artist_name,e.country,e.country_3,num_exhibitions
Albin Müller,DE,DEU,4
Albino DalCastagné,IT,ITA,2
Albrecht Dürer,DE,DEU,6
Albrecht Leistner,DE,DEU,4
Albrecht Reicher,NL,NLD,10
Albrecht de Vriendt,BE,BEL,10
Alceste Campriani,DE,DEU,9
Alceste Campriani,IT,ITA,33
Alcide Davide Campestrini,IT,ITA,3
Alcide-Marie Le Beau,BE,BEL,28
Alcide-Marie Le Beau,DE,DEU,56
Alcide-Marie Le Beau,FR,FRA,130
Alcide-Marie Le Beau,LV,,12
Alcide-Marie Le Beau,RU,RUS,19
Alcide-Marie Le Beau,UA,UKR,24
Alder-Laura Turner,BE,BEL,4
Aldo Carpi,IT,ITA,6
Aldo Mazza,IT,ITA,5
Aldo Severi,IT,ITA,2
Aldo Voltolin,IT,ITA,5
Aldor Lamote,BE,BEL,6
Aleardo Terzi,IT,ITA,9
Aleardo Villa,IT,ITA,19
Alec Carruthers Gould,GB,GBR,22
Alejandro Christophersen,FR,FRA,2
Alejandro Ferrant y Fischermans,GB,GBR,2
Alejo Vera Estaca,GB,GBR,2
Alek'sandr T'amanyan,LV,,3
Alek'sandr T'amanyan,RU,RUS,17
Alek'sandr T'amanyan,UA,UKR,6
Alekceï Sokol,IT,ITA,2
Aleksander Augustynowicz,GB,GBR,3
Aleksander Belyaev,RU,RUS,2
Aleksander Beygul,RU,RUS,4
Aleksander Damianov Makarevsky,RU,RUS,6
Aleksander Kholopov,RU,RUS,3
Aleksander Koyransky,RU,RUS,5
Aleksander Kurennoy,RU,RUS,1
Aleksander Pavlovoc Pligin,RU,RUS,17
Aleksander Pavlovoc Pligin,UA,UKR,1
Aleksander Pokrovsky,RU,RUS,33
Aleksander Shishov,RU,RUS,4
Aleksander Sredin,AT,AUT,10
Aleksander Sredin,RU,RUS,36
Aleksander Sredin,UA,UKR,3
Aleksander Szturman,RU,RUS,8
Aleksandr Aleksandrovič Gromov,RU,RUS,1
Aleksandr Andreevich Raevsky,RU,RUS,1
Aleksandr Arnshtam,RU,RUS,21
Aleksandr Bryullov,DE,DEU,1
Aleksandr Fabergé,RU,RUS,13
Aleksandr Fedorovich Gaush,AT,AUT,4
Aleksandr Fedorovich Gaush,CZ,CZE,8
Aleksandr Fedorovich Gaush,LV,,11
Aleksandr Fedorovich Gaush,RU,RUS,95
Aleksandr Fedorovich Gaush,UA,UKR,4
Aleksandr Georgievich Yakimchenko,RU,RUS,24
Aleksandr Golovin,CZ,CZE,4
Aleksandr Golovin,DE,DEU,6
Aleksandr Golovin,FR,FRA,3
Aleksandr Golovin,IT,ITA,4
Aleksandr Golovin,RU,RUS,31
Aleksandr Grigorʹevich Varnek,DE,DEU,3
Aleksandr Ignat'evič Alekseev,IT,ITA,1
Aleksandr Ivanovich Vakhrameyev,IT,ITA,2
Aleksandr Kuprin,RU,RUS,59
Aleksandr Kuprin,UA,UKR,6
Aleksandr Lyubimov,RU,RUS,2
Aleksandr Manganari,LV,,3
Aleksandr Manganari,RU,RUS,129
Aleksandr Manganari,UA,UKR,6
Aleksandr Matveyev,RU,RUS,12
Aleksandr Nikolaev,LT,LTU,8
Aleksandr Nikolaev,RU,RUS,9
Aleksandr Nikolaevič Mikhailovsky,LV,,8
Aleksandr Nikolaevič Mikhailovsky,RU,RUS,14
Aleksandr Nikolaevič Mikhailovsky,UA,UKR,16
Aleksandr Nikolaevič Vyezžev,RU,RUS,12
Aleksandr Pavlov,RU,RUS,21
Aleksandr Pavlovič Mogilevskij,DE,DEU,30
Aleksandr Pavlovič Mogilevskij,RU,RUS,5
Aleksandr Rostislavov,LV,,12
Aleksandr Rostislavov,RU,RUS,24
Aleksandr Rostislavov,UA,UKR,27
Aleksandr Rubtsov,RU,RUS,2
Aleksandr Shervashidze,CZ,CZE,2
Aleksandr Shervashidze,LV,,6
Aleksandr Shervashidze,RU,RUS,25
Aleksandr Shervashidze,UA,UKR,34
Aleksandr Shevchenko,RU,RUS,30
Aleksandr Vasil'evič Lysenko,RU,RUS,8
Aleksandr Vassil'evich Lebedev,RU,RUS,7
Aleksandr Vladimirovich Makovsky,IT,ITA,4
Aleksandr Vladimirovich Makovsky,US,USA,1
Aleksandr Yakovlev,IT,ITA,6
Aleksandr Yakovlev,LV,,23
Aleksandr Yakovlev,RU,RUS,111
Aleksandr Yakovlev,UA,UKR,69
Aleksandra Aleksandrovna Exster,BE,BEL,1
Aleksandra Aleksandrovna Exster,FR,FRA,6
Aleksandra Aleksandrovna Exster,IT,ITA,3
Aleksandra Aleksandrovna Exster,LV,,27
Aleksandra Aleksandrovna Exster,RU,RUS,85
Aleksandra Aleksandrovna Exster,UA,UKR,82
Aleksandra Khotyainceva,RU,RUS,6
Aleksandra Shchekotikhina-Pototskaya,RU,RUS,2
Aleksandra Timofeevna Komarova,RU,RUS,9
Aleksandăr Mutafov,IT,ITA,4
Aleksei Aleksandrovich Radakov,RU,RUS,21
Aleksei Prokofevich Zinovev,RU,RUS,3
Aleksej Alekseevič Jasinskij,RU,RUS,73
Aleksej Eremeevič Karev,RU,RUS,19
Aleksej Eremeevič Karev,UA,UKR,5
Aleksej Fedorovič Afanas'ev,RU,RUS,7
Aleksej Vladimirovič Isupov,RU,RUS,3
Aleksey Andreevich Krasovsky,RU,RUS,17
Aleksey Kravchenko,RU,RUS,25
Aleksey Shchusev,RU,RUS,2
Aleksey Stepanov,GB,GBR,1
Aleksey Stepanov,RU,RUS,17
Aleksey Stepanov,UA,UKR,3
Aleksey Venetsianov,DE,DEU,8
Alessandro Abate,IT,ITA,1
Alessandro Bagioli,IT,ITA,1
Alessandro Barbieri,IT,ITA,6
Alessandro Battaglia,DE,DEU,3
Alessandro Battaglia,IT,ITA,22
Alessandro Brendel,IT,ITA,1
Alessandro Gallotti,DE,DEU,3
Alessandro Gallotti,IT,ITA,12
Alessandro Guaccimanni,IT,ITA,2
Alessandro Lanfredini,IT,ITA,3
Alessandro Milesi,IT,ITA,105
Alessandro Milesi,NL,NLD,1
Alessandro Poma,IT,ITA,3
Alessandro Pomi,IT,ITA,4
Alessandro Turchi,HU,HUN,1
Alessandro Zanatello,IT,ITA,2
Alessandro Zenatello,IT,ITA,1
Alessandro Zezzos,GB,GBR,4
Alessandro Zezzos,IT,ITA,12
Aletta Thol-Ruijsch,DE,DEU,3
Aletta Thol-Ruijsch,NL,NLD,24
Alex Denonne,BE,BEL,8
Alex Fain,BE,BEL,10
Alex Kleinwort,GB,GBR,12
Alex McLellan,CZ,CZE,2
Alex McLellan,GB,GBR,2
Alex Tackx,NL,NLD,8
Alex. Colles,GB,GBR,12
Alex. J. Mavrogordato,GB,GBR,8
Alex. J. Mavrogordato,IT,ITA,2
Alexander Abdo,GB,GBR,4
Alexander Ananias Baranowsky,DE,DEU,1
Alexander Archipenko,BE,BEL,5
Alexander Archipenko,DE,DEU,89
Alexander Archipenko,FR,FRA,2
Alexander Archipenko,IT,ITA,5
Alexander Archipenko,US,USA,20
Alexander Bower,US,USA,1
Alexander Brownlie Docharty,DE,DEU,2
Alexander Cornelis Sleeswijk,NL,NLD,35
Alexander Demetrius Goltz,AT,AUT,38
Alexander Demetrius Goltz,DE,DEU,3
Alexander Demetrius Goltz,FR,FRA,2
Alexander Demetrius Goltz,GB,GBR,1
Alexander Demetrius Goltz,IT,ITA,2
Alexander Desclabissac,DE,DEU,1
Alexander Detro,DE,DEU,2
Alexander Eckener,DE,DEU,3
Alexander Fjodorowitsch Hausch,FR,FRA,4
Alexander Fjodorowitsch Hausch,IT,ITA,7
Alexander Frenz,DE,DEU,2
Alexander Frew,GB,GBR,8
Alexander Fuks,DE,DEU,9
Alexander Gerbig,DE,DEU,27
Alexander Gerhardi,DE,DEU,2
Alexander Helwig Wyant,IT,ITA,2
Alexander Henri Robert van Maasdijk,NL,NLD,3
Alexander Hoffmann,DE,DEU,16
Alexander Jamieson,GB,GBR,77
Alexander Jamieson,HU,HUN,2
Alexander Jamieson,IT,ITA,12
Alexander Jamieson,NL,NLD,1
Alexander Jamieson,US,USA,2
Alexander Jean Joseph van der Voo,NL,NLD,4
Alexander Kanoldt,DE,DEU,122
Alexander Kanoldt,RU,RUS,3
Alexander Karl Friedrich von Otterstedt,FR,FRA,1
Alexander Keller,LV,,15
Alexander Keller,RU,RUS,24
Alexander Keller,UA,UKR,30
Alexander Kellock Brown,CZ,CZE,2
Alexander Kellock Brown,DE,DEU,5
Alexander Kellock Brown,IT,ITA,8
Alexander Kellock Brown,NL,NLD,1
Alexander Kolde,DE,DEU,22
Alexander Kudriawtzew,IT,ITA,2
Alexander Leo Soldenhoff,CH,CHE,1
Alexander Leo Soldenhoff,DE,DEU,7
Alexander Liebmann,DE,DEU,2
Alexander MacBride,IT,ITA,2
Alexander Max Koester,DE,DEU,14
Alexander Max Koester,IT,ITA,2
Alexander Max Koester,US,USA,2
Alexander Olbricht,DE,DEU,21
Alexander Pfeifer,DE,DEU,6
Alexander Robinson,BE,BEL,27
Alexander Robinson,DE,DEU,3
Alexander Robinson,GB,GBR,6
Alexander Robinson,US,USA,1
Alexander Roche,BE,BEL,1
Alexander Roche,DE,DEU,3
Alexander Roche,IT,ITA,2
Alexander Roche,US,USA,3
Alexander Rothaug,HU,HUN,2
Alexander Scherwaschidze,DE,DEU,3
Alexander Schmidt-Michelsen,DE,DEU,30
Alexander Schmidt-Michelsen,NL,NLD,2
Alexander Seredin,DE,DEU,4
Alexander Seredin,RU,RUS,5
Alexander Sokolov,RU,RUS,29
Alexander Stuart Boyd,GB,GBR,30
Alexander Theobald van Laer,IT,ITA,2
Alexander Wallace Rimington,IT,ITA,4
Alexander Warshawsky,US,USA,4
Alexander Weise,DE,DEU,3
Alexander Y. Whishaw,GB,GBR,6
Alexander von Heiroth,DE,DEU,2
Alexander von Salzmann,DE,DEU,4
Alexander von Wagner,DE,DEU,3
Alexander von Wagner,HU,HUN,4
Alexandr Vengrzhinovskij,RU,RUS,6
Alexandra Cousnetzowa,FR,FRA,4
Alexandra Schneider,IT,ITA,4
Alexandre Altmann,FR,FRA,2
Alexandre Altmann,LV,,15
Alexandre Altmann,RU,RUS,20
Alexandre Altmann,UA,UKR,30
Alexandre Anitchkof,FR,FRA,14
Alexandre Benois,CZ,CZE,4
Alexandre Benois,DE,DEU,13
Alexandre Benois,FR,FRA,1
Alexandre Benois,GB,GBR,1
Alexandre Benois,RU,RUS,278
Alexandre Benois,UA,UKR,29
Alexandre Bertrand,DE,DEU,8
Alexandre Blanchet,DE,DEU,4
Alexandre Blanchet,FR,FRA,13
Alexandre Blanchet,US,USA,5
Alexandre Bloch,FR,FRA,2
Alexandre Bojinoff,IT,ITA,2
Alexandre Butchkuri,IT,ITA,4
Alexandre Cabanel,FR,FRA,4
Alexandre Charles Masson,FR,FRA,1
Alexandre Cuvelier,FR,FRA,2
Alexandre Funel,FR,FRA,6
Alexandre Félix Leleu,FR,FRA,1
Alexandre Lunois,BE,BEL,6
Alexandre Lunois,CH,CHE,12
Alexandre Lunois,DE,DEU,6
Alexandre Lunois,FR,FRA,10
Alexandre Lunois,IT,ITA,2
Alexandre Lunois,NL,NLD,6
Alexandre Marcette,BE,BEL,12
Alexandre Marcette,DE,DEU,9
Alexandre Marcette,GB,GBR,4
Alexandre Marcette,HU,HUN,6
Alexandre Marcette,IT,ITA,12
Alexandre Meunier,FR,FRA,2
Alexandre Nozal,BE,BEL,3
Alexandre Nozal,FR,FRA,2
Alexandre Perrier,CH,CHE,1
Alexandre Perrier,DE,DEU,8
Alexandre Perrier,HU,HUN,3
Alexandre Rapin,FR,FRA,2
Alexandre Sakharov,RU,RUS,16
Alexandre Struys,BE,BEL,1
Alexandre Struys,DE,DEU,2
Alexandre Séon,FR,FRA,6
Alexandre Toupey,FR,FRA,10
Alexandre Urbain,BE,BEL,36
Alexandre Urbain,FR,FRA,76
Alexandre-Claude-Louis Lavalley,BE,BEL,1
Alexandre-Gabriel Decamps,DE,DEU,2
Alexandre-Gabriel Decamps,FR,FRA,41
Alexandre-Gabriel Decamps,HU,HUN,3
Alexandre-Gabriel Decamps,RU,RUS,7
Alexandre-Joseph Alexandrovitch,FR,FRA,8
Alexandre-Louis-Marie Charpentier,CH,CHE,42
Alexandre-Louis-Marie Charpentier,FR,FRA,4
Alexei Grot,RU,RUS,5
Alexei Jawlensky,AT,AUT,1
Alexei Jawlensky,DE,DEU,246
Alexei Jawlensky,FR,FRA,12
Alexei Jawlensky,HU,HUN,51
Alexei Jawlensky,LV,,18
Alexei Jawlensky,RU,RUS,66
Alexei Jawlensky,UA,UKR,42
Alexei Kokel',LV,,3
Alexis Gritchenko,RU,RUS,42
Alexis Kreyder,FR,FRA,2
Alexis Mauguet,FR,FRA,2
Alexis Mérodack-Jeaneau,BE,BEL,2
Alexis Mérodack-Jeaneau,NL,NLD,2
Alexis Vollon,BE,BEL,1
Alexis de Broca,BE,BEL,2
Alexsey Morgunov,RU,RUS,69
Alf Bachmann,DE,DEU,10
Alf Bachmann,GB,GBR,1
Alf Lundeby,IT,ITA,2
Alf Wallander,SE,SWE,3
Alfeo Argentieri,AT,AUT,20
Alfeo Argentieri,DE,DEU,6
Alfeo Argentieri,IT,ITA,4
Alfons Cogen,BE,BEL,2
Alfons De Clercq,BE,BEL,6
Alfons Dessenis,BE,BEL,3
Alfons Dessenis,FR,FRA,6
Alfons Karpinski,AT,AUT,18
Alfons Karpinski,CZ,CZE,4
Alfons Leopold Mielich,GB,GBR,1
Alfons Marchant,BE,BEL,2
Alfons Noflaner,GB,GBR,1
Alfons Proost,BE,BEL,3
Alfons Purtscher,DE,DEU,13
Alfons Siber,AT,AUT,4
Alfons Spring,DE,DEU,5
Alfons Walde,AT,AUT,8
Alfons Wölfle,DE,DEU,20
Alfonso Canciani,AT,AUT,6
Alfonso Muzii,IT,ITA,9
Alfonso Quarantelli,DE,DEU,3
Alfonso Quarantelli,IT,ITA,2
Alfonso Testi,IT,ITA,1
Alfonso Testi,NL,NLD,1
Alfred Aaron Wolmark,FR,FRA,6
Alfred Aaron Wolmark,GB,GBR,70
Alfred Aaron Wolmark,IT,ITA,4
Alfred Basel,AT,AUT,4
Alfred Bentley,GB,GBR,2
Alfred Bollacher,DE,DEU,2
"Alfred Bowyer The Rev., M. A. Sharpe",GB,GBR,10
Alfred Cadman,GB,GBR,2
Alfred Cerigioli,CZ,CZE,4
Alfred Charles Bailey,GB,GBR,12
Alfred Chatelain,FR,FRA,4
Alfred Cossmann,NL,NLD,2
Alfred Dabat,FR,FRA,4
Alfred Dedreux,RU,RUS,2
Alfred Dehodencq,FR,FRA,1
Alfred Dehodencq,RU,RUS,5
Alfred Delaunois,AT,AUT,12
Alfred Delaunois,BE,BEL,50
Alfred Delaunois,DE,DEU,15
Alfred Delaunois,GB,GBR,8
Alfred Delaunois,HU,HUN,4
Alfred Delaunois,IT,ITA,64
Alfred Delaunois,US,USA,1
Alfred Duriau,BE,BEL,2
Alfred East,BE,BEL,1
Alfred East,CZ,CZE,4
Alfred East,DE,DEU,5
Alfred East,HU,HUN,16
Alfred East,IT,ITA,21
Alfred East,NL,NLD,2
Alfred East,US,USA,12
Alfred Edler von Pflügl,DE,DEU,3
Alfred Edward Borthwick,CZ,CZE,2
Alfred Edward Borthwick,GB,GBR,6
Alfred Ehlers,AT,AUT,40
Alfred Ehlers,DE,DEU,3
Alfred Elias,GB,GBR,8
Alfred Elsen,BE,BEL,2
Alfred Emile Mery,FR,FRA,1
Alfred Frédy,DE,DEU,4
Alfred Frédy,HU,HUN,6
Alfred Fuchs,DE,DEU,6
Alfred Gerstenbrand,AT,AUT,6
Alfred Guillou,FR,FRA,2
Alfred H. R. Thornton,GB,GBR,47
Alfred Hagel,DE,DEU,2
Alfred Hamacher,DE,DEU,1
Alfred Hamacher,NL,NLD,2
Alfred Harms,DE,DEU,4
Alfred Hartley,GB,GBR,2
Alfred Hartley,US,USA,3
Alfred Hayward,GB,GBR,120
Alfred Hayward,IT,ITA,4
Alfred Hayward,US,USA,2
Alfred Hazledine,BE,BEL,47
Alfred Hazledine,GB,GBR,10
Alfred Hazledine,US,USA,1
Alfred Heinrich Pellegrini,DE,DEU,35
Alfred Heinrich Pellegrini,HU,HUN,3
Alfred Henry Maurer,BE,BEL,12
Alfred Henry Maurer,DE,DEU,11
Alfred Henry Maurer,FR,FRA,4
Alfred Henry Maurer,GB,GBR,11
Alfred Henry Maurer,IT,ITA,2
Alfred Henry Maurer,US,USA,27
Alfred Hofmann,AT,AUT,4
Alfred Hugh Fisher,GB,GBR,4
Alfred Hugh Fisher,IT,ITA,2
Alfred J. Hulme,GB,GBR,10
Alfred James Munnings,US,USA,2
Alfred John Billinghurst,GB,GBR,16
Alfred Joseph Pazolt,GB,GBR,4
Alfred Joseph Pazolt,NL,NLD,1
Alfred Jungbluth,FR,FRA,14
Alfred Keller,AT,AUT,8
Alfred Kirstein,US,USA,15
Alfred Kowalski,DE,DEU,9
Alfred Kowalski,GB,GBR,2
Alfred Krug,DE,DEU,6
Alfred Kubin,AT,AUT,17
Alfred Kubin,DE,DEU,183
Alfred Kubin,HU,HUN,24
Alfred Kubin,LV,,45
Alfred Kubin,RU,RUS,60
Alfred Kubin,UA,UKR,90
Alfred Kunze,DE,DEU,2
Alfred Le Petit,FR,FRA,6
Alfred Liedtke,DE,DEU,1
Alfred Liedtke,IT,ITA,2
Alfred Loeb,DE,DEU,3
Alfred Lombard,BE,BEL,6
Alfred Lombard,FR,FRA,13
Alfred Marie Le Petit,FR,FRA,101
Alfred Marxer,DE,DEU,12
Alfred Marxer,HU,HUN,3
Alfred Marxer,IT,ITA,2
Alfred Mengel,DE,DEU,12
Alfred Milan,AT,AUT,16
Alfred Mohrbutter,DE,DEU,8
Alfred Mohrbutter,NL,NLD,4
Alfred Nathaniel Oppenheim,CH,CHE,1
Alfred Nathaniel Oppenheim,DE,DEU,5
Alfred Nathaniel Oppenheim,FR,FRA,2
Alfred Offner,AT,AUT,76
Alfred Offner,DE,DEU,10
Alfred Ost,BE,BEL,8
Alfred Palmer,GB,GBR,16
Alfred Partikel,DE,DEU,18
Alfred Paul Marie Panon Desbassayns Richemont,DE,DEU,3
Alfred Paul Marie Panon Desbassayns Richemont,FR,FRA,3
Alfred Paul Marie Panon Desbassayns Richemont,HU,HUN,2
Alfred Pellon,DE,DEU,4
Alfred Pfenninger,DE,DEU,3
Alfred Praga,GB,GBR,10
Alfred Pöll,AT,AUT,50
Alfred Pöll,DE,DEU,2
Alfred Pöll,IT,ITA,2
Alfred Rehfous,CH,CHE,1
Alfred Rehfous,DE,DEU,3
Alfred Renaudin,FR,FRA,1
Alfred Reth,DE,DEU,152
Alfred Reth,HU,HUN,36
Alfred Rethel,DE,DEU,21
Alfred Roll,AT,AUT,40
Alfred Roll,BE,BEL,1
Alfred Roll,CH,CHE,2
Alfred Roll,DE,DEU,4
Alfred Roll,FR,FRA,14
Alfred Roll,IT,ITA,111
Alfred Roll,US,USA,3
Alfred Roller,AT,AUT,16
Alfred Sadoux,FR,FRA,3
Alfred Sandoz,HU,HUN,3
Alfred Scherres,DE,DEU,1
Alfred Scherres,IT,ITA,2
Alfred Scherres,NL,NLD,4
Alfred Schmidt,DE,DEU,14
Alfred Schmidt,GB,GBR,2
Alfred Schnaars,CH,CHE,1
Alfred Schwarzschild,DE,DEU,3
Alfred Schwarzschild,GB,GBR,1
Alfred Sisley,AT,AUT,21
Alfred Sisley,BE,BEL,8
Alfred Sisley,CH,CHE,6
Alfred Sisley,CZ,CZE,18
Alfred Sisley,DE,DEU,73
Alfred Sisley,FR,FRA,88
Alfred Sisley,HU,HUN,6
Alfred Sisley,IT,ITA,6
Alfred Sisley,RU,RUS,7
Alfred Sisley,US,USA,10
Alfred Smith,BE,BEL,2
Alfred Smith,DE,DEU,2
Alfred Smith,IT,ITA,19
Alfred Smith,US,USA,1
Alfred Sohn-Rethel,BE,BEL,2
Alfred Sohn-Rethel,DE,DEU,74
Alfred Sohn-Rethel,GB,GBR,3
Alfred Souci,DE,DEU,6
Alfred Stevens,AT,AUT,1
Alfred Stevens,BE,BEL,6
Alfred Stevens,DE,DEU,8
Alfred Stevens,FR,FRA,4
Alfred Thomas Porter,GB,GBR,12
Alfred Théodore Joseph Bastien,BE,BEL,45
Alfred Théodore Joseph Bastien,DE,DEU,2
Alfred Vance Churchill,US,USA,4
Alfred Verhaeren,BE,BEL,16
Alfred Verhaeren,DE,DEU,6
Alfred Verhaeren,FR,FRA,4
Alfred Verhaeren,GB,GBR,1
Alfred Verhaeren,IT,ITA,8
Alfred Verwée,DE,DEU,6
Alfred Waagner,AT,AUT,6
Alfred Wahlberg,DE,DEU,3
Alfred Wahlberg,FR,FRA,2
Alfred Wahlberg,SE,SWE,18
Alfred Ward,GB,GBR,2
Alfred Wesemann,GB,GBR,1
Alfred William Finch,BE,BEL,32
Alfred William Parsons,BE,BEL,2
Alfred William Parsons,HU,HUN,6
Alfred William Parsons,IT,ITA,2
Alfred William Rich,GB,GBR,839
Alfred William Rich,IT,ITA,4
Alfred William Strutt,GB,GBR,8
Alfred Withers,DE,DEU,6
Alfred Withers,GB,GBR,7
Alfred Withers,HU,HUN,2
Alfred Withers,IT,ITA,6
Alfred Withers,US,USA,1
Alfred Wittig,DE,DEU,2
Alfred Zoff,AT,AUT,2
Alfred Zoff,DE,DEU,3
Alfred Zoff,GB,GBR,1
Alfred Zoff,HU,HUN,2
Alfred Zoff,IT,ITA,2
Alfred van Neste,BE,BEL,21
Alfred von Brühl,DE,DEU,4
Alfred von Schrötter,DE,DEU,3
"Alfred, II Priest",GB,GBR,14
Alfred-Hermann Helberger,DE,DEU,43
Alfred-Mauritz Bergström,AT,AUT,2
Alfred-Mauritz Bergström,CZ,CZE,2
Alfred-Mauritz Bergström,DE,DEU,15
Alfred-Mauritz Bergström,HU,HUN,4
Alfred-Pierre Agache,CH,CHE,4
Alfred-Pierre Agache,FR,FRA,2
Alfred-Pierre Agache,HU,HUN,2
Alfred-Pierre Agache,US,USA,1
Alfredo Baruffi,IT,ITA,6
Alfredo Capellaro,IT,ITA,2
Alfredo D'Andrade,IT,ITA,1
Alfredo Muller,FR,FRA,1
Alfredo Muller,IT,ITA,11
Alfredo Pariani,IT,ITA,2
Alfredo Protti,IT,ITA,31
Alfredo Ramos Martínez,FR,FRA,4
Alfredo Savini,IT,ITA,4
Alfredo Souto Cuero,DE,DEU,9
Alfredo Tansini,IT,ITA,2
Alfréd Feiks,DE,DEU,20
Alfréd Feiks,HU,HUN,64
Alfréd Gottesmann,HU,HUN,1
Alfréd Justitz,CZ,CZE,19
Alfréd Lakos,HU,HUN,2
Alfréd Wellisch,HU,HUN,2
Algernon Jalmarge,CZ,CZE,4
Algernon Rowe,GB,GBR,6
Algernon Talmage,GB,GBR,11
Algernon Talmage,IT,ITA,10
Algernon Talmage,US,USA,8
Alice Adèle Kleinmann,FR,FRA,2
Alice B. C. Rowley,GB,GBR,4
Alice B. Ellis,GB,GBR,10
Alice Bailly,AT,AUT,3
Alice Bailly,BE,BEL,3
Alice Bailly,CZ,CZE,8
Alice Bailly,DE,DEU,2
Alice Bailly,FR,FRA,6
Alice Bailly,NL,NLD,4
Alice Beach Winter,US,USA,2
Alice Clementine Clarke,GB,GBR,12
Alice Daintrey,GB,GBR,2
Alice Dannenberg,AT,AUT,3
Alice Dannenberg,BE,BEL,7
Alice Dannenberg,FR,FRA,29
Alice Davies,GB,GBR,4
Alice Dick Dumas,FR,FRA,4
Alice E. Donkin,GB,GBR,6
Alice Hölterhoff-de Harven,BE,BEL,2
Alice I. Padday,GB,GBR,6
Alice Katscher,AT,AUT,4
Alice Kent Stoddard,US,USA,3
Alice Lenhard-Falkenstein,DE,DEU,8
Alice Léotard,DE,DEU,3
Alice Léotard,NL,NLD,1
Alice M. Cockerill,GB,GBR,6
Alice M. Willway,GB,GBR,6
Alice Marie Alix,FR,FRA,10
Alice Mary Wilway,GB,GBR,10
Alice Maud Fanner,GB,GBR,135
Alice Maud Fanner,IT,ITA,2
Alice Maud Fanner,US,USA,6
Alice P. Walford,GB,GBR,6
Alice Plehn,DE,DEU,6
Alice Plehn,FR,FRA,5
Alice Price King,GB,GBR,12
Alice Proumen,DE,DEU,2
Alice Robertson,IT,ITA,1
Alice Ronner,AT,AUT,3
Alice Ronner,BE,BEL,14
Alice Ronner,DE,DEU,9
Alice Ronner,GB,GBR,1
Alice Ronner,NL,NLD,3
Alice Schille,US,USA,4
Alice Sladen,GB,GBR,6
Alice Szmik,HU,HUN,2
Alice Trübner,AT,AUT,6
Alice Trübner,BE,BEL,8
Alice Trübner,CH,CHE,3
Alice Trübner,DE,DEU,54
Alice Trübner,GB,GBR,3
Alice Turner Mumford,US,USA,1
Alice Vincent Corson Patton,FR,FRA,2
Alice Vivante,IT,ITA,4
Alice Worthington Ball,US,USA,1
Alice-M.-T. Eckermans,BE,BEL,8
Alida Sara Dijkman,NL,NLD,9
Alida den Breems,NL,NLD,4
Alida van Houten,NL,NLD,5
Alide Goldschmidt,IT,ITA,5
Aline Sybil Bridge,BE,BEL,3
Aline Sybil Bridge,NL,NLD,1
Alisa Yakovlevna Brusketti-Mitrokhina,RU,RUS,1
Alix d' Anethan,AT,AUT,6
Allan Barr,US,USA,1
Allan Gwynne-Jones,GB,GBR,15
Allan Osterlind,FR,FRA,1
Allan Osterlind,SE,SWE,6
Allen Butler Talcott,IT,ITA,2
Allen Tucker,US,USA,18
Alma Auswald-Heller,AT,AUT,2
Alma Erdmann,DE,DEU,3
Alma Hamel,DE,DEU,4
Alois Balmer,DE,DEU,25
Alois Balmer,FR,FRA,15
Alois Boudry,BE,BEL,8
Alois De Laet,BE,BEL,24
Alois Delug,DE,DEU,3
Alois Erdtelt,DE,DEU,19
Alois Hans Schram,DE,DEU,3
Alois Hans Schram,GB,GBR,2
Alois Hänisch,AT,AUT,209
Alois Hänisch,DE,DEU,51
Alois Hänisch,NL,NLD,3
Alois Kalvoda,AT,AUT,43
Alois Kalvoda,CZ,CZE,150
Alois Kalvoda,GB,GBR,1
Alois Kalvoda,IT,ITA,4
Alois Kalvoda,NL,NLD,1
Alois Kohout,CZ,CZE,2
Alois Kolb,AT,AUT,4
Alois Kolb,DE,DEU,4
Alois Kolb,IT,ITA,2
Alois Leopold Seibold,AT,AUT,39
Alois Leopold Seibold,CZ,CZE,14
Alois Metz,DE,DEU,22
Alois Penz,DE,DEU,3
Alois Wierer,AT,AUT,2
Aloys Eckardt,DE,DEU,6
Aloys Hugonnet,BE,BEL,50
Alphaeus Philemon Cole,GB,GBR,10
Alphons Hollaender,IT,ITA,1
Alphonse Alexis Morlot,FR,FRA,2
Alphonse Allaerts,BE,BEL,4
Alphonse Asselbergs,BE,BEL,4
Alphonse Blomme,BE,BEL,2
Alphonse Fauré,FR,FRA,85
Alphonse Jongers,US,USA,1
Alphonse Legros,AT,AUT,2
Alphonse Legros,DE,DEU,4
Alphonse Legros,FR,FRA,10
Alphonse Legros,HU,HUN,20
Alphonse Legros,IT,ITA,4
Alphonse Legros,NL,NLD,2
Alphonse Legros,RU,RUS,2
Alphonse Mucha,CZ,CZE,14
Alphonse Mucha,FR,FRA,1
Alphonse Osbert,FR,FRA,2
Alphonse Roubichou,FR,FRA,4
Alphonse Stengelin,FR,FRA,2
Alphonse Vermeylen,BE,BEL,11
Alphonse de Neuville,FR,FRA,6
Alphonse van der Velde,BE,BEL,4
"Alphonse van, Jr. Beurden",BE,BEL,48
"Alphonse van, Jr. Beurden",DE,DEU,1
Alson Skinner Clark,US,USA,4
Alvaro Alcalá Galiano,GB,GBR,2
Alvaro Guevara,GB,GBR,2
Alwin Arnegger,DE,DEU,1
Alwine von Gordon,DE,DEU,4
Amadeo Cardoso,AT,AUT,1
