artist_name,e.country,e.country_3,num_exhibitions
1 unknown,BE,BEL,2
2 unknown,FR,FRA,1
A L Millich,GB,GBR,2
A Molitor,BE,BEL,2
A. A. Baryshnikov,RU,RUS,1
A. A. Chumakhov,RU,RUS,2
A. A. Kharlampovich,RU,RUS,12
A. A. Krasavsky,RU,RUS,1
A. A. Lavrovskaya,RU,RUS,4
A. A. Mitnikov,RU,RUS,1
A. A. Rybkin,RU,RUS,5
A. A. Sincov,RU,RUS,5
A. A. Somova-Mikhailova,RU,RUS,1
A. A. Ziloti,RU,RUS,2
A. B. Cull,GB,GBR,14
A. Barbieri,IT,ITA,1
A. Borja,FR,FRA,2
A. Bryan Wall,US,USA,2
A. De Kat,BE,BEL,6
A. Duncan Carse,IT,ITA,2
A. E. Ivanov,RU,RUS,29
A. F. Blumenfeld,RU,RUS,4
A. F. Elkin,RU,RUS,11
A. G. Ivanov,RU,RUS,12
A. G. Shibanov,RU,RUS,3
A. H. Hannay,GB,GBR,10
A. H. Holt,FR,FRA,3
A. H. Munter,NL,NLD,6
A. I. Abramov,RU,RUS,3
A. I. Ivanov,RU,RUS,4
A. Ivanov,RU,RUS,2
A. J. Kropholler,FR,FRA,3
A. Jacob,FR,FRA,1
A. Jaumandreu Bonsoms,FR,FRA,58
A. K. Filippov,RU,RUS,1
A. K. Shhuko,UA,UKR,2
A. Koopmans,NL,NLD,2
A. Lorel,BE,BEL,2
A. Ludowici,DE,DEU,1
A. M. A. Damen,NL,NLD,4
A. M. Gillilland,GB,GBR,6
A. M. Knottesford-Fortescue,GB,GBR,12
A. M. Potapovsky,RU,RUS,1
A. M. Shaposhnikova,RU,RUS,2
A. M. West,GB,GBR,6
A. Mikuli,RU,RUS,1
A. N. Bart,UA,UKR,3
A. N. van Rijsinge,NL,NLD,2
A. Neumann,AT,AUT,2
A. Neumann,HU,HUN,4
A. P. Grinev,RU,RUS,12
A. P. Tokarev,RU,RUS,55
A. Palgunov,RU,RUS,2
A. Paterson,BE,BEL,26
A. Payne Garnett,GB,GBR,10
A. Pierson,FR,FRA,16
A. Pohl,GB,GBR,1
A. Porter-Bowmar,GB,GBR,14
A. Robinson,RU,RUS,11
A. Romilly Fedden,GB,GBR,7
A. Romilly Fedden,IT,ITA,2
A. S. Rybakov,LT,LTU,4
A. S. Rybakov,RU,RUS,1
A. Sequensová,CZ,CZE,4
A. Sterndale Bennett,GB,GBR,2
A. T. Brindley,GB,GBR,6
A. T. Purcell,GB,GBR,10
A. V. Shhusev,RU,RUS,10
A. V. Shhusev,UA,UKR,4
A. V. Sosionkov,RU,RUS,4
A. Victor Hammond,GB,GBR,6
A. Wallaert,BE,BEL,10
A. Wijers,NL,NLD,4
A. Wilkie Kilgour,GB,GBR,10
A. Ya. Jakobson,RU,RUS,4
A. Yastrzhembsky,RU,RUS,6
A. van der Hoeven,NL,NLD,2
A.-J. van Driesten,NL,NLD,21
A.J.M. Hoogendijk,NL,NLD,4
A.M. Samojlova,RU,RUS,9
Aage Bertelsen,CZ,CZE,4
Aage Bertelsen,DE,DEU,3
Aaron Harry Gorson,US,USA,6
Aba Abramovich,LV,,15
Aba Abramovich,RU,RUS,20
Aba Abramovich,UA,UKR,30
Abbott Handerson Thayer,US,USA,1
Abel Bertram,US,USA,1
Abel Bonnard,BE,BEL,4
Abel Pann,FR,FRA,2
Abele DellaColetta,IT,ITA,1
Abraham Anshelovich Manievich,AT,AUT,4
Abraham Hermanjat,DE,DEU,15
Abraham Hermanjat,FR,FRA,10
Abraham Hermanjat,HU,HUN,3
Abraham Hermanjat,NL,NLD,1
Abraham Hesselink,NL,NLD,4
Abraham Newmann,AT,AUT,20
Abraham Newmann,DE,DEU,2
Abraham Newmann,PL,POL,1
Abraham Walkowitz,US,USA,24
Abraham Wolff,NL,NLD,2
Abraham de Miranda,NL,NLD,1
Abraham van Beyeren,DE,DEU,1
Abraham van der Wissel,NL,NLD,3
Abrahamina Arnolda Louisa Hubrecht,NL,NLD,3
Abram Adolphe Milich,IT,ITA,2
Abram Arkhipov,DE,DEU,1
Abram Arkhipov,GB,GBR,1
Abram Arkhipov,RU,RUS,21
Abram Arkhipov,UA,UKR,3
Abram Kozlov,LV,,8
Abram Kozlov,RU,RUS,8
Abram Kozlov,UA,UKR,16
Abram Motinsky,FR,FRA,16
Abram Poole,US,USA,2
Aby Altson,GB,GBR,16
Achille Beltrame,IT,ITA,2
Achille Carnevale,IT,ITA,1
Achille Cattaneo,IT,ITA,3
Achille Formis,IT,ITA,4
Achille Funi,IT,ITA,9
Achille Jemoli,IT,ITA,4
Achille Lauge,FR,FRA,4
Achille Ouvré,FR,FRA,4
Achille Tominetti,FR,FRA,3
Achille Tominetti,IT,ITA,8
Achille Vertunni,IT,ITA,1
Achsah Barlow Brewster,IT,ITA,1
Ada C. Puzey,GB,GBR,4
Ada Dressler,GB,GBR,2
Ada Gandolfi-Barbiellini,IT,ITA,2
Ada M. Ihler,GB,GBR,6
Ada M. L. Wilson,GB,GBR,2
Ada Matilda Shrimpton,GB,GBR,14
Ada Rocchi Moreschi,IT,ITA,2
Ada Sorani Sadun,IT,ITA,2
Ada Watson,GB,GBR,10
Adalbert Holzer,AT,AUT,6
Adalbert Holzer,DE,DEU,12
Adalbert Metzger,DE,DEU,1
Adalbert Metzger,GB,GBR,1
Adalbert Wex,DE,DEU,3
Adam Burachevski,RU,RUS,7
Adam Emory Albright,US,USA,1
Adam Kunz,GB,GBR,1
Adam Slade,GB,GBR,16
Adamo Carlo Caratti,IT,ITA,1
Addo Wüster,DE,DEU,6
Adelaide Ametis Frassati,IT,ITA,2
Adelaide Ross,GB,GBR,10
Adelardo Covarsí Yustas,GB,GBR,1
Adelbert Niemeyer,AT,AUT,1
Adelbert Niemeyer,DE,DEU,20
Adelbert Niemeyer,HU,HUN,4
Adelbert Niemeyer,IT,ITA,2
Adele Carozzi Bossi,IT,ITA,4
Adele Martignoni,IT,ITA,2
Adele O. Grupe,DE,DEU,4
Adele Slocovich-Salmona,DE,DEU,5
Adele Slocovich-Salmona,IT,ITA,2
Adele von Finck,AT,AUT,9
Adele von Finck,DE,DEU,12
Adelheid Kohlschütter,DE,DEU,1
Adelheid von Bergmann,DE,DEU,6
Adeline Albright Wigand,US,USA,1
Adeline Koerner,DE,DEU,6
Adeline Leclaire,BE,BEL,2
Adeline M. Fox,GB,GBR,1
Adeline Maud van Schaik-Russel,NL,NLD,6
Adeline de Katona-Madaran,FR,FRA,3
Adeodato Malatesta,IT,ITA,1
Adolf Alex. Záhel,CZ,CZE,2
Adolf Beyer,CH,CHE,1
Adolf Beyer,DE,DEU,27
Adolf Beyer,NL,NLD,2
Adolf Bock,DE,DEU,4
Adolf Descoudres,DE,DEU,3
Adolf Eberle,DE,DEU,3
Adolf Echtler,DE,DEU,6
Adolf Echtler,GB,GBR,2
Adolf Edward Herstein,DE,DEU,52
Adolf Erbslöh,AT,AUT,1
Adolf Erbslöh,DE,DEU,105
Adolf Erbslöh,RU,RUS,2
Adolf Fischer,DE,DEU,6
Adolf Fischer,IT,ITA,4
Adolf Fischer,US,USA,1
Adolf Fredrik Nordling,SE,SWE,6
Adolf Fényes,DE,DEU,21
Adolf Fényes,HU,HUN,270
Adolf Fényes,IT,ITA,36
Adolf Glatte,DE,DEU,6
Adolf Graefer,DE,DEU,3
Adolf Graeser,CH,CHE,1
Adolf Gross,AT,AUT,157
Adolf Gross,CZ,CZE,46
Adolf Gustav Thamm,IT,ITA,2
Adolf Heinrich Lier,DE,DEU,1
Adolf Heller,DE,DEU,14
Adolf Heller,GB,GBR,1
Adolf Hengeler,AT,AUT,1
Adolf Hengeler,DE,DEU,67
Adolf Hengeler,GB,GBR,7
Adolf Hengeler,HU,HUN,2
Adolf Hengeler,IT,ITA,50
Adolf Hengeler,US,USA,3
Adolf Hildenbrand,DE,DEU,1
Adolf Hildenbrand,IT,ITA,1
Adolf Hoffmann,DE,DEU,4
Adolf Höfer,AT,AUT,12
Adolf Höfer,DE,DEU,12
Adolf Hölzel,AT,AUT,54
Adolf Hölzel,DE,DEU,243
Adolf Hölzel,GB,GBR,3
Adolf Hölzel,HU,HUN,4
Adolf Hölzel,IT,ITA,4
Adolf Hölzel,US,USA,1
Adolf Iosifovic Charlemagne,RU,RUS,25
Adolf Izrailovich Milman,RU,RUS,41
Adolf Johannes Petrus Levolger,NL,NLD,1
Adolf Karpellus,HU,HUN,1
Adolf Kaufmann,DE,DEU,3
Adolf Kaufmann,GB,GBR,1
Adolf Kaufmann,HU,HUN,2
Adolf Kaufmann,IT,ITA,4
Adolf Kašpar,CZ,CZE,12
Adolf Klingshirn,DE,DEU,6
Adolf Lange,NL,NLD,5
Adolf Le Comte,BE,BEL,1
Adolf Le Comte,DE,DEU,6
Adolf Le Comte,IT,ITA,6
Adolf Leonhard Müller-Cassel,NL,NLD,2
Adolf Linne,DE,DEU,5
Adolf Luntz,AT,AUT,10
Adolf Luntz,DE,DEU,22
Adolf Luntz,HU,HUN,2
Adolf Lüben,DE,DEU,3
Adolf Maennchen,DE,DEU,14
Adolf Maennchen,GB,GBR,1
Adolf Maennchen,IT,ITA,2
Adolf Münzer,AT,AUT,32
Adolf Münzer,DE,DEU,40
Adolf Münzer,HU,HUN,8
Adolf Münzer,IT,ITA,4
Adolf Münzer,US,USA,3
Adolf Nieder,DE,DEU,2
Adolf Noether,DE,DEU,2
Adolf Oberländer,DE,DEU,105
Adolf Oberländer,GB,GBR,3
Adolf Oberländer,HU,HUN,2
Adolf Oberländer,IT,ITA,2
Adolf Oberländer,NL,NLD,2
Adolf Obst,NL,NLD,2
Adolf Propp,DE,DEU,2
Adolf Präger,DE,DEU,3
Adolf Rau,DE,DEU,2
Adolf Robbi,DE,DEU,6
Adolf Robbi,FR,FRA,4
Adolf Robbi,IT,ITA,7
Adolf Schill,DE,DEU,2
Adolf Schinnerer,DE,DEU,26
Adolf Schlabitz,NL,NLD,2
Adolf Schönnenbeck,DE,DEU,17
Adolf Schönnenbeck,GB,GBR,1
Adolf Strübe,DE,DEU,34
Adolf Thomann,DE,DEU,85
Adolf Thomann,HU,HUN,3
Adolf Thomann,IT,ITA,4
Adolf Tikáts,HU,HUN,6
Adolf Wagner,GB,GBR,2
Adolf Wiesner,AT,AUT,2
Adolf Wiesner,CZ,CZE,10
Adolf Winter,DE,DEU,2
Adolf Wolf-Rothenhan,AT,AUT,6
Adolf Wüster,AT,AUT,6
Adolf Zdrazila,AT,AUT,44
Adolf Zdrazila,DE,DEU,4
Adolf Zdrazila,NL,NLD,3
Adolf van Dijk,NL,NLD,14
Adolf Ágost Barsy,HU,HUN,2
Adolfine Valerie Petter-Zeis,AT,AUT,2
Adolfo Besozzi,IT,ITA,3
Adolfo Busi,IT,ITA,3
Adolfo Callegari,IT,ITA,3
Adolfo De Carolis,IT,ITA,9
Adolfo Levier,AT,AUT,23
Adolfo Levier,DE,DEU,25
Adolfo Levier,IT,ITA,12
Adolfo Lozano Sidro,GB,GBR,2
Adolfo Mattielli,IT,ITA,15
Adolfo Scalpelli,IT,ITA,2
Adolfo Tommasi,IT,ITA,26
Adolph Hirémy-Hirschl,IT,ITA,1
Adolph Kleiminger,US,USA,6
Adolph Menzel,DE,DEU,81
Adolph Menzel,FR,FRA,1
Adolph Menzel,HU,HUN,8
Adolph Menzel,US,USA,18
Adolph Schwarz,DE,DEU,3
Adolph Schwarz,GB,GBR,1
Adolphe Albert,FR,FRA,24
Adolphe Berson,DE,DEU,1
Adolphe Berson,US,USA,2
Adolphe Boigegrain,DE,DEU,3
Adolphe Boigegrain,FR,FRA,10
Adolphe Borie,US,USA,1
Adolphe Cossard,FR,FRA,4
Adolphe Crespin,BE,BEL,3
Adolphe Dechaenaud,BE,BEL,1
Adolphe Dechaenaud,FR,FRA,4
Adolphe Ernest Gumery,BE,BEL,1
Adolphe Ernest Gumery,DE,DEU,4
Adolphe Ernest Gumery,FR,FRA,14
Adolphe Keller,BE,BEL,12
Adolphe Ladurner,RU,RUS,13
Adolphe Magrini,FR,FRA,43
Adolphe Magrini,IT,ITA,66
Adolphe Marie Beaufrère,DE,DEU,4
Adolphe Marie Beaufrère,FR,FRA,27
Adolphe Monticelli,CZ,CZE,14
Adolphe Monticelli,DE,DEU,75
Adolphe Monticelli,FR,FRA,11
Adolphe Monticelli,HU,HUN,4
Adolphe Monticelli,IT,ITA,66
Adolphe Monticelli,RU,RUS,5
Adolphe Monticelli,US,USA,2
Adolphe Pierre Leleux,FR,FRA,4
Adolphe Ragon,GB,GBR,2
Adolphe Wansart,BE,BEL,8
Adolphe Willems,BE,BEL,2
Adolphe Willette,BE,BEL,6
Adolphe Willette,FR,FRA,16
Adolphe Willette,US,USA,1
Adolphe de Mol,BE,BEL,4
Adolphe van Weezel Errens,NL,NLD,8
Adolphe-Félix Cals,FR,FRA,13
Adolphe-Félix Cals,RU,RUS,4
Adolphe-Jean Hamesse,BE,BEL,10
Adolphe-Jean Hamesse,GB,GBR,1
Adriaan Herman Gouwe,NL,NLD,24
Adriaan Johan Korteweg,DE,DEU,8
Adriaan Johannes Petrus Boudewijnse,NL,NLD,3
Adriaan Joseph Heymans,BE,BEL,31
Adriaan Joseph Heymans,DE,DEU,15
Adriaan Joseph Heymans,FR,FRA,4
Adriaan Joseph Heymans,HU,HUN,2
Adriaan Joseph Heymans,IT,ITA,2
Adriaan Keus,NL,NLD,15
Adriaen van Everdingen,NL,NLD,7
Adriaen van Ostade,FR,FRA,1
Adrian Paul Allinson,DE,DEU,2
Adrian Paul Allinson,GB,GBR,23
Adrian Scott Stokes,IT,ITA,2
Adrian Scott Stokes,US,USA,1
Adriana Bisi Fabbri,IT,ITA,2
Adriana Catharina van Rees-Dutilh,CZ,CZE,6
Adriana Maria Hendrika Bleuland Van Oordt,NL,NLD,11
Adriano Baracchini-Caputi,FR,FRA,5
Adriano Baracchini-Caputi,IT,ITA,14
Adriano Baracchini-Caputi,NL,NLD,1
Adriano Cecioni,IT,ITA,21
Adrianus Bleijs,NL,NLD,15
Adrianus Johannes Groenewegen,NL,NLD,2
Adrianus Johannes Jacobus de Winter,NL,NLD,10
Adrianus Kuijpers,NL,NLD,18
Adrianus Remiëns,NL,NLD,4
Adrianus van der Schouw,NL,NLD,1
Adrien Dauzats,FR,FRA,1
Adrien Dupagne,BE,BEL,2
Adrien Henri Tanoux,BE,BEL,1
Adrien Karbowsky,BE,BEL,1
Adrien Karbowsky,DE,DEU,3
Adrien Lemaître,FR,FRA,20
Adrien Louis Demont,FR,FRA,4
Adrien Louis Demont,NL,NLD,2
Adrien Moreau-Neret,BE,BEL,1
Adrien Moreau-Neret,FR,FRA,24
Adrien Schulz,FR,FRA,4
Adrien Segers,BE,BEL,2
Adrien-Henri Chevalier,FR,FRA,8
Adrien-Jean Henri Lemayeur,BE,BEL,36
Adrien-Jean Henri Lemayeur,NL,NLD,9
Adriene Ivánka,HU,HUN,4
Adrienne Bruyère,BE,BEL,42
Adrienne Marquet,FR,FRA,18
Adrienne Mols,BE,BEL,4
Adrienne van Hogendorp,NL,NLD,3
Adám Mányoki,HU,HUN,8
Adèle Fairholme,BE,BEL,1
Adèle Gonyn de Lirieux,FR,FRA,20
Adèle Maria de Marez Oyens,NL,NLD,4
Adélaïde Labille-Guiard,AT,AUT,6
Aenderly Möller,IT,ITA,2
Aenny Löwenstein,NL,NLD,2
Aert van der Neer,DE,DEU,1
Aga Gräfin vom Hagen,DE,DEU,6
Agapit Casas Abarca,NL,NLD,1
Agatha Catherine Hall Shore,GB,GBR,11
Agatha Walker,GB,GBR,2
Agathe Doposcheg-Schwabenau,DE,DEU,1
Agathe Herrmann,DE,DEU,2
Agathe Wegerif-Gravestein,NL,NLD,6
Agathe Zethraeus,NL,NLD,49
Agathon Léonard,FR,FRA,6
Agnes Edith Stewart McIver,GB,GBR,6
Agnes Gilmore,GB,GBR,8
Agnes Goodsir,GB,GBR,16
Agnes Guttmann,GB,GBR,6
Agnes Lindemann,DE,DEU,6
Agnes Lindemann,IT,ITA,4
Agnes Lindemann,RU,RUS,48
Agnes Lindemann,UA,UKR,8
Agnes M. Cohen,FR,FRA,6
Agnes M. Cohen,GB,GBR,10
Agnes Nightingale,GB,GBR,6
Agnes Pelton,US,USA,6
Agnes Pringle,GB,GBR,22
Agnes Raeburn M.,CZ,CZE,2
Agnes Raeburn M.,GB,GBR,4
Agnes Slott-Møller,DE,DEU,3
Agnes Slott-Møller,HU,HUN,2
Agnes Speyer,AT,AUT,8
Agnes von Bülow,DE,DEU,8
Agnes von Bülow,RU,RUS,3
Agnese Joris,IT,ITA,3
Agnieta Cornelia Gijswijt,NL,NLD,29
Agostino Bosia,IT,ITA,19
Agostino Viale,IT,ITA,1
Agricol Louis Montagné,BE,BEL,1
Agricol Louis Montagné,NL,NLD,1
Agustín Carrera,BE,BEL,2
Agustín Carrera,FR,FRA,66
Agustín Carrera,NL,NLD,2
Agustín Lhardy Garrigues,DE,DEU,3
Ahazuerus Jacobus Breman,NL,NLD,29
Aileen Dresser,US,USA,8
Aimee M. Wilson,FR,FRA,6
Aimee M. Wilson,GB,GBR,6
Aimee Muspratt,GB,GBR,6
Aimé Emile Raymond Billette,BE,BEL,2
Aimé Leon Meyvis,NL,NLD,4
Aimé Nicolas Morot,DE,DEU,3
Aimé Nicolas Morot,FR,FRA,4
Aimé Nicolas Morot,NL,NLD,1
Aimé Perret,FR,FRA,2
Aimé Stevens,BE,BEL,2
Akos Tolnay,HU,HUN,8
Akseli Gallen-Kallela,CZ,CZE,74
Akseli Gallen-Kallela,DE,DEU,40
Akseli Gallen-Kallela,HU,HUN,32
Akseli Gallen-Kallela,IT,ITA,120
Aladár Edvi Illés,HU,HUN,44
Aladár Edvi Illés,IT,ITA,66
Aladár Edvi Illés,NL,NLD,2
Aladár Körösfői-Kriesch,DE,DEU,14
Aladár Körösfői-Kriesch,HU,HUN,120
Aladár Körösfői-Kriesch,IT,ITA,44
Aladár Körösfői-Kriesch,NL,NLD,2
Alajos Gerhardt,HU,HUN,4
Alajos Kada,HU,HUN,4
Alan Beeton,GB,GBR,6
Alan Beeton,IT,ITA,2
Alan W. B. Hamilton,GB,GBR,2
Alba Muzio,BE,BEL,2
Alberic Coppieters,BE,BEL,16
Alberic Matthys,BE,BEL,10
Albert Abenschein,US,USA,4
Albert Abramovitz,FR,FRA,4
Albert Aereboe,DE,DEU,2
Albert Andersson,FR,FRA,2
Albert André,AT,AUT,3
Albert André,BE,BEL,22
Albert André,CH,CHE,4
Albert André,CZ,CZE,10
Albert André,DE,DEU,8
Albert André,FR,FRA,38
Albert André,NL,NLD,1
Albert André,RU,RUS,2
Albert André,US,USA,2
Albert Arens,NL,NLD,4
Albert Aublet,BE,BEL,1
Albert Aublet,DE,DEU,3
Albert Aublet,FR,FRA,1
Albert Augustus,BE,BEL,2
Albert Baertson,BE,BEL,34
Albert Baertson,DE,DEU,6
Albert Baertson,FR,FRA,6
Albert Baertson,GB,GBR,1
Albert Baertson,IT,ITA,8
Albert Baertson,NL,NLD,3
Albert Baertson,US,USA,1
Albert Beerends,NL,NLD,11
Albert Besnard,AT,AUT,29
Albert Besnard,BE,BEL,17
Albert Besnard,CH,CHE,4
Albert Besnard,DE,DEU,12
Albert Besnard,FR,FRA,1599
Albert Besnard,HU,HUN,38
Albert Besnard,IT,ITA,163
Albert Besnard,NL,NLD,2
Albert Besnard,RU,RUS,2
Albert Besnard,US,USA,3
Albert Bloch,DE,DEU,175
Albert Bloch,HU,HUN,6
Albert Bloch,IT,ITA,1
Albert Braut,BE,BEL,6
Albert Braut,FR,FRA,35
Albert Bréauté,FR,FRA,2
Albert Bury,FR,FRA,6
Albert Capin,FR,FRA,10
Albert Cels,BE,BEL,5
Albert Chevallier Tayler,US,USA,2
Albert Ciamberlani,BE,BEL,18
Albert Ciamberlani,DE,DEU,2
Albert Ciamberlani,HU,HUN,4
Albert Ciamberlani,IT,ITA,6
Albert Clouard,BE,BEL,10
Albert Coigneau,FR,FRA,6
Albert Crahay,BE,BEL,52
Albert Crahay,DE,DEU,4
Albert Crahay,FR,FRA,6
Albert Crahay,IT,ITA,2
Albert Dagnaux,FR,FRA,1
Albert Daniel Rutherston,GB,GBR,231
Albert Dürer Lucas,GB,GBR,6
Albert Edelfelt,FR,FRA,2
Albert Edelfelt,HU,HUN,4
Albert Edward Sterner,DE,DEU,9
Albert Engstfeld,DE,DEU,13
Albert Engström,DE,DEU,4
Albert Engström,HU,HUN,74
Albert Engström,SE,SWE,12
Albert Ernest Bottomley,GB,GBR,15
Albert Eugène Lechat,FR,FRA,8
Albert Eugène Lechat,US,USA,1
Albert Felix Schmitt,US,USA,2
Albert Florian Claes,BE,BEL,2
Albert Florian Claes,GB,GBR,3
Albert Friedrich Schröder,DE,DEU,9
Albert Friedrich Schröder,GB,GBR,2
Albert Gabriel Rigolot,FR,FRA,5
Albert George Steelink,NL,NLD,4
Albert Geudens,BE,BEL,9
Albert Geudens,IT,ITA,2
Albert Gleizes,BE,BEL,16
Albert Gleizes,CZ,CZE,34
Albert Gleizes,DE,DEU,14
Albert Gleizes,ES,ESP,7
Albert Gleizes,FR,FRA,67
Albert Gleizes,HU,HUN,4
Albert Gleizes,LV,,21
Albert Gleizes,NL,NLD,8
Albert Gleizes,RU,RUS,35
Albert Gleizes,UA,UKR,42
Albert Gleizes,US,USA,9
Albert Goethals,BE,BEL,2
Albert Goodwin,IT,ITA,6
Albert Gos,FR,FRA,2
Albert Gottschalk,CZ,CZE,4
Albert Guillaume,FR,FRA,6
Albert H. Schmidt,US,USA,1
Albert Haueisen,DE,DEU,23
Albert Hemelman,NL,NLD,1
Albert Henry Fullwood,GB,GBR,21
Albert Henry Fullwood,IT,ITA,10
Albert Hertel,IT,ITA,2
Albert Hertel,NL,NLD,4
Albert Hoffsten,SE,SWE,20
Albert Humphrey,US,USA,24
Albert Jodocus Schmitz,DE,DEU,3
Albert Joseph,FR,FRA,6
Albert Joseph Franke,DE,DEU,4
Albert Joseph Franke,FR,FRA,4
Albert Joseph Moore,HU,HUN,2
Albert Julien Paul Bergevin,FR,FRA,6
Albert Kohler,DE,DEU,10
Albert Kálmán Kőrössy,HU,HUN,16
Albert König,NL,NLD,2
Albert Lamm,BE,BEL,4
Albert Lamm,DE,DEU,78
Albert Lamm,IT,ITA,2
Albert Lang,DE,DEU,7
Albert Lang,GB,GBR,1
Albert Lemaitre,BE,BEL,7
Albert Lemaitre,FR,FRA,1
Albert Lepreux,BE,BEL,8
Albert Lipczinski,GB,GBR,4
Albert Lorey Groll,IT,ITA,2
Albert Lorey Groll,US,USA,1
Albert Maennchen,DE,DEU,9
Albert Maignan,FR,FRA,8
Albert Maignan,HU,HUN,2
Albert Marque,FR,FRA,11
Albert Marque,LV,,3
Albert Marque,RU,RUS,6
Albert Marque,UA,UKR,6
Albert Marquet,BE,BEL,38
Albert Marquet,CH,CHE,4
Albert Marquet,CZ,CZE,24
Albert Marquet,DE,DEU,16
Albert Marquet,FR,FRA,219
Albert Marquet,GB,GBR,9
Albert Marquet,LV,,6
Albert Marquet,RU,RUS,13
Albert Marquet,UA,UKR,12
Albert Marquet,US,USA,39
Albert Morérod-Triphon,HU,HUN,1
Albert Moullé,BE,BEL,1
Albert Moullé,DE,DEU,3
Albert Muret,DE,DEU,3
Albert Muret,HU,HUN,1
Albert Müller-Lingke,DE,DEU,3
Albert Neuhuys,BE,BEL,1
Albert Neuhuys,HU,HUN,10
Albert Neuhuys,NL,NLD,2
Albert Neuhuys,US,USA,4
Albert Pallandre,BE,BEL,1
Albert Paris von Gütersloh,AT,AUT,24
Albert Paris von Gütersloh,DE,DEU,4
Albert Paris von Gütersloh,HU,HUN,21
Albert Pfister,CH,CHE,2
Albert Pfister,DE,DEU,6
Albert Pierre Dawant,FR,FRA,4
Albert Pierre Dawant,HU,HUN,2
Albert Pieter Hahn,NL,NLD,16
Albert Pinkham Ryder,US,USA,28
Albert Pinot,BE,BEL,4
Albert Pinot,DE,DEU,4
Albert Pinot,GB,GBR,10
Albert Pinot,HU,HUN,2
Albert Pinot,IT,ITA,4
Albert Poignant,FR,FRA,6
Albert Porth,DE,DEU,6
Albert Queulevée,FR,FRA,1
Albert Regagnon,FR,FRA,53
Albert Reibmayr,DE,DEU,2
Albert Reich,DE,DEU,1
Albert Reinwald,DE,DEU,1
Albert Ritterhoff,DE,DEU,1
Albert Ritzberger,DE,DEU,3
Albert Robert Pickett,GB,GBR,6
Albert Robida,FR,FRA,4
Albert Roelofs,BE,BEL,2
Albert Roelofs,DE,DEU,6
Albert Roelofs,GB,GBR,10
Albert Roelofs,IT,ITA,6
Albert Roelofs,NL,NLD,6
Albert Roelofs,US,USA,1
Albert Rosenthal,US,USA,4
Albert Saverys,BE,BEL,3
Albert Schlopsnies,DE,DEU,4
Albert Schmidt,CH,CHE,3
Albert Schmidt,HU,HUN,2
Albert Servaes,BE,BEL,20
Albert Stagura,DE,DEU,1
Albert Stagura,NL,NLD,1
Albert Thomas De Rome,GB,GBR,6
Albert Trachsel,AT,AUT,8
Albert Trachsel,DE,DEU,3
Albert Trachsel,FR,FRA,25
Albert Trachsel,HU,HUN,1
Albert Valentin Thomas,DE,DEU,3
Albert Weisgerber,AT,AUT,4
Albert Weisgerber,DE,DEU,88
Albert Weisgerber,IT,ITA,4
Albert Weisgerber,US,USA,2
Albert Welti,DE,DEU,9
Albert Welti,NL,NLD,4
Albert Wenk,GB,GBR,1
Albert Wenk,US,USA,1
Albert Wenmaekers,BE,BEL,2
Albert Wilhelm Lefebre,FR,FRA,20
Albert Zardo,IT,ITA,4
Albert de Belleroche,FR,FRA,27
Albert de Moncourt,BE,BEL,1
Albert van Holsbeek,BE,BEL,2
Albert von Keller,AT,AUT,3
Albert von Keller,DE,DEU,382
Albert von Keller,GB,GBR,3
Albert von Keller,IT,ITA,12
Albert von Keller,US,USA,2
"Albert, Jr. Ludovici",DE,DEU,3
"Albert, Jr. Ludovici",GB,GBR,12
"Albert, Jr. Ludovici",IT,ITA,2
"Albert, Jr. Ludovici",NL,NLD,2
"Albert, jun. [architect?] Schmidt",DE,DEU,3
Albert-Auguste Fourié,FR,FRA,2
Albert-Charles Lebourg,BE,BEL,6
Albert-Charles Lebourg,CZ,CZE,10
Albert-Charles Lebourg,DE,DEU,12
Albert-Charles Lebourg,FR,FRA,38
Albert-Charles Lebourg,HU,HUN,1
Albert-Charles Lebourg,IT,ITA,6
Albert-Charles Lebourg,NL,NLD,2
Albert-Charles Lebourg,RU,RUS,2
Albert-Guillaume Grenier,FR,FRA,4
Albert-Joseph Keringer,FR,FRA,3
Albertina Elisabeth Mesdag,NL,NLD,14
Albertine Bernouard,FR,FRA,22
Alberto Artioli,IT,ITA,4
Alberto Bianchi,IT,ITA,5
Alberto Bonomi,IT,ITA,4
Alberto Bonomi,NL,NLD,1
Alberto Calza Bini,IT,ITA,3
Alberto Falchetti,FR,FRA,2
Alberto Falchetti,IT,ITA,17
Alberto Grosso,IT,ITA,2
Alberto Magnelli,IT,ITA,4
Alberto Maironi Da Ponte,IT,ITA,1
Alberto Malaspina,IT,ITA,2
Alberto Martini,IT,ITA,67
Alberto Micheli-Pellegrini,IT,ITA,4
Alberto Neuschuller,IT,ITA,7
Alberto Pasini,FR,FRA,6
Alberto Pasini,IT,ITA,203
Alberto Pisa,IT,ITA,2
Alberto Rossi,IT,ITA,2
Alberto Santillo,IT,ITA,1
Alberto Stringa,AT,AUT,28
Alberto Stringa,IT,ITA,5
Albertus Gerhard Hulshoff-Pol,NL,NLD,51
Albijn van den Abeele,BE,BEL,1
Albin Egger-Lienz,AT,AUT,16
Albin Egger-Lienz,DE,DEU,9
Albin Egger-Lienz,GB,GBR,1
Albin Egger-Lienz,IT,ITA,2
